cpf;indices
402.918.653-05;52404
402.931.658-15;31592
402.935.187-50;95650
402.935.681-89;27113
402.935.768-74;57387
402.936.185-42;73796
402.936.571-06;47631
402.951.386-70;9973
402.956.183-70;69621
402.957.381-97;74019
402.961.835-98;64279
402.967.831-96;23635,51538
402.968.517-01;2548
402.973.185-60;92916
402.973.586-00;46101
402.981.536-70;45080,54116
403.125.679-52;74375
403.126.597-25;92953
403.127.689-31;74451
403.128.795-04;96480
403.156.287-07;23847
403.157.986-10;71919
403.159.762-25;30515
403.159.876-93;47585
403.162.598-70;44362
403.162.859-51;85599
403.167.895-93;44809
403.169.852-60;93036
403.179.682-03;18395
403.182.596-05;18325
403.182.956-60;5472
403.182.975-23;96223
403.186.529-51;4601
403.186.972-03;16139
403.187.269-04;86967
403.192.658-89;62148
403.196.725-06;37657
403.196.758-66;33027
403.198.527-41;50673
403.218.957-97;55369
403.219.658-33;16196
403.219.785-79;55374
403.219.856-05;94475
403.251.876-90;15251
403.257.869-92;88705
403.265.879-00;36546
403.267.581-35;66373
403.267.891-03;69350
403.271.895-41;16779
403.276.185-07;34993
403.276.519-70;75050
403.286.579-56;25787
403.286.751-80;2292
403.289.615-15;99669
403.289.751-41;93354
403.291.576-80;65742
403.291.685-33;53917
403.291.857-05;54658
403.296.178-69;42842
403.297.861-13;62709
403.512.678-08;64662
403.517.269-34;89290
403.529.178-14;42852
403.561.289-89;70920
403.562.189-70;62261
403.562.719-43;28677
403.562.897-29;71539
403.562.978-29;95180
403.567.182-71;868
403.569.821-06;35657
403.578.621-71;14751
403.578.692-65;17256
403.579.628-00;93770
403.592.768-65;20378
403.596.712-25;61749
403.596.718-10;38816
403.615.289-06;18048
403.615.892-98;48446
403.617.598-00;39679
403.617.928-40;65507
403.618.275-71;35695
403.618.795-39;18868
403.625.719-61;2122
403.625.791-99;64658
403.625.978-47;85343
403.627.958-00;7138
403.628.517-35;27015
403.651.892-51;6882
403.652.987-00;65531
403.659.172-06;62472
403.678.215-08;53939
403.679.128-13;95744
403.679.152-43;53113
403.681.972-04;63805
403.691.285-24;2438
403.692.187-87;71474
403.692.581-42;76750
403.695.178-57;95466
403.697.185-93;29555
403.697.521-80;99820
403.698.751-84;97554
403.712.695-80;466
403.715.628-80;59782
403.721.856-90;28644
403.725.168-07;28730
403.726.518-44;83347
403.728.516-90;87524
403.728.596-74;73115
403.728.695-56;1696
403.751.629-25;40911
403.751.829-50;10235
403.758.619-39;53803
403.759.182-05;28058
403.761.592-43;49987
403.769.812-96;88194
403.781.965-10;84424
403.785.916-57;2264
403.786.529-74;17026
403.791.265-16;69683
403.791.628-22;45248
403.795.612-80;72102
403.795.862-74;67698
403.796.218-78;11746
403.815.269-33;52059
403.816.579-57;70228
403.819.257-14;59974
403.819.725-50;7311
403.821.569-51;25523
403.825.617-08;22052
403.826.957-47;13893
403.827.596-56;5026
403.852.179-60;71112
403.856.972-10;50764
403.862.957-00;85095
403.867.951-93;39521
403.869.512-33;10429
403.876.159-20;15860
403.879.216-13;63670
403.879.652-38;413
403.892.615-05;42665
403.916.572-16;628
403.916.752-06;73853
403.917.562-06;44939
403.918.567-66;71811
403.926.751-61;1064
403.926.781-87;43177
403.928.715-05;4063
403.951.862-42;36451
403.956.172-43;98223
403.962.817-96;89803
403.968.215-70;42330
403.968.217-31;43273
403.975.621-52;11063
403.985.217-60;47057
403.985.276-10;8948
403.986.521-98;18691
403.987.516-84;24844
405.126.379-70;97978
405.126.389-42;10829
405.128.673-80;83043
405.132.796-52;2115
405.139.628-24;93570
405.163.289-05;35089
405.167.392-80;17750
405.168.972-76;91150
405.172.963-06;98772
405.179.238-23;56695,92892
405.187.236-07;89448
405.187.629-20;8861
405.193.827-14;63557
405.197.382-41;91995
405.217.963-34;20208
405.218.396-70;9096
405.231.789-05;52953
405.236.718-90;58596
405.237.618-80;74612
405.237.896-29;64029
405.237.961-61;69613
405.238.691-42;22095
405.263.791-70;63394
405.263.981-24;38285
405.268.719-11;64058
405.269.817-76;35384
405.271.386-90;7657
405.276.831-08;38094
405.278.913-04;99851
405.281.973-04;14657
405.283.167-53;2170
405.289.671-85;35292
405.316.287-44;98703
405.318.796-66;35904
405.318.926-89;2605
405.321.876-44;90565
405.321.897-79;4892
405.328.719-79;22672
405.361.289-60;26666
405.361.972-61;47273
405.369.827-83;18107
405.372.618-26;60093
405.378.621-53;12974
405.379.126-06;95662
405.382.791-41;73505
405.386.972-29;24233
405.391.278-41;97345
405.398.162-05;1494
405.398.721-05;552
405.617.329-06;25632
405.618.937-48;67863
405.619.873-00;67577,86889
405.621.879-01;4506
405.628.371-08;12944
405.628.719-85;27916
405.628.913-15;28001
405.637.918-10;91076
405.672.813-53;25959
405.672.893-38;58779
405.672.938-74;6034
405.673.128-44;22001
405.681.273-07;50901
405.683.719-84;46269
405.683.721-07;37431
405.683.729-56;46440
405.683.972-74;38468
405.689.123-06;78844
405.691.237-80;35613,93409
405.691.278-58;80042
405.692.831-24;8382
405.693.827-00;18850
405.697.213-34;48105
405.716.932-61;73920
405.716.983-01;23387
405.721.683-90;59160
405.721.986-20;59517
405.723.891-32;26675,31409
405.726.138-90;59685
405.726.913-43;38061
405.728.613-62;8986
405.731.628-08;17293
405.731.698-10;26876
405.731.829-14;42402
405.738.219-41;69785
405.738.962-83;24482
405.762.819-30;72174
405.763.812-17;65433
405.768.921-49;39161
405.786.132-71;36773
405.789.163-39;99279
405.792.836-74;50717
405.798.136-57;72657
405.812.369-98;30057
405.813.279-50;16527
405.813.296-51;3570
405.817.329-79;52946
405.819.672-67;28954
405.823.761-90;43320
405.827.169-85;37128
405.829.163-05;76635
405.832.716-26;80525
405.832.976-92;28711
405.837.126-90;58643
405.861.937-66;72071
405.861.973-20;46803
405.863.219-42;57346
405.869.321-51;72562
405.872.169-30;68692
405.873.269-56;12481
405.879.236-10;81065
405.892.613-98;68209
405.896.231-33;15358
405.896.723-47;86177
405.917.326-61;34631
405.918.632-51;7359
405.921.367-52;41024
405.921.786-76;32499
405.921.836-70;90043
405.928.163-89;87437,95899
405.928.367-38;34021
405.932.786-74;19621
405.937.681-75;13787
405.938.276-00;35447
405.938.721-50;73591
405.962.813-15;27659
405.968.312-42;67583
405.968.371-00;98607
405.972.163-80;83071
405.973.261-34;80495
405.973.268-00;53093
405.976.821-94;50746
405.978.261-02;82052
405.978.321-88;61249
405.981.623-05;84690
405.981.726-02;96665
405.982.317-14;8819
406.125.837-08;59500
406.128.953-51;5820
406.129.537-34;87628
406.132.795-06;61539
406.135.279-25;95702
406.137.958-57;35165
406.138.972-69;52914
406.139.572-61;68443
406.157.923-16;70910
406.173.592-61;83762
406.173.852-62;77888
406.175.298-76;11159
406.175.932-99;37766
406.178.539-75;30712
406.179.583-00;71264
406.182.539-98;45985
406.182.593-33;19379
406.189.237-13;26801
406.192.835-05;66111
406.193.785-57;84961
406.195.378-84;49004
406.197.258-85;64897
406.198.532-98;13293,30216
406.213.795-06;235
406.213.895-60;97313
406.215.738-17;10121
406.217.538-07;6677
406.218.739-69;48194
406.237.851-53;75198
406.237.891-40;38743
406.238.915-06;57267
406.239.518-51;96367
406.239.875-38;16192
406.251.897-01;24062
406.253.789-38;82958
406.259.381-51;70944
406.273.519-99;55063
406.273.958-56;73903
406.281.359-98;26785
406.281.957-02;12478
406.283.759-56;41847
406.285.937-83;65220
406.287.153-07;9683
406.287.931-03;49829
406.289.317-78;2379
406.297.513-07;38580
406.312.795-80;55133
406.315.982-51;10914
406.317.295-34;61398
406.317.589-84;33350
406.321.875-90;83266
406.329.715-25;25706
406.357.812-71;28599
406.358.172-17;33427
406.358.971-48;80480
406.359.872-10;48485
406.372.915-06;3429
406.379.815-10;25585
406.382.197-87;13075
406.387.591-10;95101
406.392.571-43;71056
406.397.185-66;74885
406.517.389-20;93212
406.519.238-24;51335
406.519.827-58;31868
406.521.798-94;54429
406.523.817-07;39723
406.527.381-17;55621
406.528.179-20;64300
406.529.381-24;54793
406.532.798-92;31642
406.532.817-90;69590
406.539.817-75;53463
406.571.892-94;30540
406.572.139-34;19107
406.573.128-35;7884
406.578.319-48;80040
406.581.932-60;62021
406.582.197-58;84748
406.582.371-44;62044
406.598.132-89;20079
406.718.359-39;33294
406.721.859-11;65611
406.723.851-71;50222
406.725.813-53;78498
406.728.315-62;62946
406.735.981-01;85107
406.739.582-56;90083
406.739.815-84;61066
406.751.928-11;20093
406.752.381-53;5009
406.759.812-20;53981
406.781.239-69;49724
406.781.935-84;79718
406.783.192-78;58347
406.785.329-74;3846
406.785.921-01;62011
406.789.352-38;87578
406.793.251-07;72999
406.795.218-01;91909
406.795.812-94;30062
406.812.579-11;3493
406.815.973-48;39514
406.819.372-03;89962
406.819.753-93;79119
406.827.351-08;75418
406.839.572-10;28187
406.851.923-42;89611
406.852.319-33;23288
406.852.971-01;36606
406.853.721-62;27438
406.853.971-57;93754
406.859.137-75;68014
406.859.371-00;64517
406.871.325-17;4258
406.871.592-02;6829
406.871.935-75;56724
406.891.327-78;76552
406.915.873-10;34060
406.918.372-87;14093
406.921.357-07;64574
406.925.183-98;76348
406.928.573-38;89004
406.935.187-66;53787
406.938.751-00;67969
406.951.872-01;38092
406.952.183-60;22213
406.957.128-02;83182
406.958.327-00;12724
406.971.358-10;83348
406.972.135-52;82062
406.972.518-02;23060
406.973.852-56;57088
406.981.357-84;20428
406.981.732-87;31011
406.981.753-01;59901
406.983.271-87;23199
406.983.752-38;4288
406.987.153-57;45782
406.987.325-29;84147
407.125.689-30;67169
407.126.358-07;2346
407.126.385-71;37139
407.128.365-35;91066
407.129.385-32;68190
407.129.683-69;10178
407.129.865-02;45832
407.139.258-41;70333
407.152.683-17;81914
407.153.698-57;28915
407.156.983-20;53567
407.158.629-01;27383
407.159.236-25;84893
407.162.385-35;8726
407.186.932-13;13691
407.189.253-60;74844
407.192.385-79;72088
407.192.568-01;25320
407.192.583-32;98418
407.192.586-85;79005
407.216.539-52;10563
407.218.369-50;15688
407.218.956-11;5175
407.239.165-43;44360
407.251.689-94;85772
407.251.936-70;3867
407.253.168-53;38981
407.259.836-47;26856
407.263.189-22;56865
407.281.396-69;37821
407.281.936-04;85223
407.283.156-53;51457
407.283.196-40;57036
407.283.519-60;41454
407.291.865-20;28646
407.295.631-70;81084
407.296.351-80;5895
407.318.596-93;81199
407.321.865-44;28723
407.325.168-62;38941
407.325.681-53;95193
407.328.596-38;59487
407.329.615-99;39808
407.352.618-90;33067
407.352.691-06;40372
407.352.861-08;11992
407.358.169-48;21757
407.358.926-10;23943
407.359.816-39;22397
407.359.861-93;65693
407.362.915-80;63005
407.385.126-80;12970
407.385.296-56;89554
407.386.915-93;17147
407.386.925-65;30065
407.389.562-10;87260
407.391.268-22;47486
407.512.689-76;11665
407.512.839-32;1668
407.512.938-14;72140
407.513.962-06;98220
407.518.239-88;43971
407.523.816-44;11311
407.536.918-84;70780
407.561.398-48;9521
407.569.283-38;24034
407.581.396-75;40727
407.582.916-20;64467
407.583.916-84;45301
407.586.192-94;87253
407.591.328-79;9120
407.591.623-52;18505
407.591.836-00;20686
407.591.863-75;54867
407.592.861-67;93697
407.596.231-80;60686
407.613.825-26;58080
407.615.238-71;19288
407.625.839-83;26918
407.625.918-11;79759
407.628.195-02;81557
407.628.395-38;25924
407.632.859-00;36170
407.635.281-53;88721
407.638.125-44;96539
407.638.195-57;61056
407.639.821-13;10341
407.653.912-52;97375
407.659.132-16;13137
407.682.359-10;29505
407.689.132-50;19105
407.689.351-48;96838
407.689.531-20;29360
407.691.235-70;38358
407.691.325-61;25369
407.691.358-20;87660
407.693.128-96;61940
407.693.152-16;27198
407.698.521-49;74359
407.698.531-10;96689
407.815.926-58;39109
407.819.526-11;44687
407.819.632-22;11865
407.823.916-13;25096
407.826.319-40;31765
407.831.269-13;84078
407.831.926-22;64255
407.831.962-96;22115
407.835.621-44;64328
407.835.926-47;93831
407.835.961-20;71979
407.836.521-35;63437
407.851.396-48;19753
407.853.296-92;65187
407.856.129-20;48400
407.856.931-57;68739
407.856.932-38;50448
407.863.129-04;59352
407.865.291-30;73842
407.865.319-75;58758
407.891.523-04;35395
407.893.561-39;3384
407.896.523-74;42526
407.912.368-03;17940
407.912.586-02;67474
407.916.523-43;1363
407.918.365-84;73528
407.918.563-48;15172
407.921.368-96;25995
407.921.563-07;70742,79673
407.923.618-22;82889
407.925.863-10;27260
407.928.163-31;7315
407.928.316-40;77693
407.931.628-31;95709
407.931.658-57;45378
407.931.862-69;98306
407.958.126-20;29293
407.958.261-76;57694
407.958.312-50;97244
407.961.258-30;66053
407.961.385-75;74575
407.963.518-48;55613
407.968.123-22;28456
407.981.256-67;57101
407.981.532-88;28281
407.981.562-01;24275
407.982.165-49;51323
407.983.612-04;68391
407.983.621-03;91327
408.127.536-07;19603
408.135.927-04;91992
408.139.576-48;98109
408.156.927-49;3416
408.156.973-84;22852
408.157.293-32;89914
408.172.395-88;58531
408.176.329-13;23605
408.192.365-51;31417
408.192.573-97;96029
408.192.637-96;96639
408.193.675-75;62051
408.195.273-60;79434
408.195.736-39;62341
408.215.697-67;48955
408.215.736-08;43892
408.219.356-15;17562
408.219.563-70;1092
408.219.736-22;5176,24192
408.219.756-76;23594
408.235.179-50;61380
408.239.561-05;20481
408.239.651-98;50996
408.239.765-56;39982
408.251.396-51;90915
408.253.671-07;91377
408.253.796-10;60746
408.257.169-85;21
408.257.391-79;65833
408.257.619-30;60504
408.259.763-83;39623
408.265.139-05;59763
408.267.913-87;68461
408.273.691-31;41051
408.276.315-53;36730
408.279.563-47;91399
408.293.516-98;21475
408.293.576-29;98909
408.296.175-58;27220
408.296.537-83;6717,14680
408.315.796-84;2779
408.316.975-39;35064
408.317.925-23;40408
408.319.256-98;23694
408.319.257-79;5719
408.321.567-44;17479,47982
408.321.679-40;53669
408.321.697-22;42659
408.326.197-87;48453
408.351.726-35;7878
408.351.769-75;58882
408.352.197-04;97065
408.356.172-62;70464
408.357.219-14;58975
408.367.915-84;37448
408.375.261-08;62538
408.376.259-47;10758
408.379.612-03;3665
408.395.712-32;6734
408.396.251-89;21224
408.397.125-88;87013
408.397.561-00;97865
408.512.973-23;3030
408.513.269-51;84842
408.513.926-60;98793
408.513.972-04;405
408.521.769-02;92508
408.523.197-97;66262
408.526.391-98;8463
408.526.731-08;61944
408.532.167-62;17377
408.536.129-51;47946
408.536.217-80;11516
408.539.276-00;87668
408.561.297-20;44233
408.561.392-89;10550
408.562.317-62;64750
408.563.197-75;85028
408.563.721-53;82523
408.569.731-57;5131
408.572.391-04;52185
408.576.132-35;39062
408.576.913-84;99207
408.576.932-47;86654
408.591.263-15;41587
408.591.623-89;84011
408.592.763-92;69812
408.593.627-10;88758
408.596.173-00;70290
408.597.362-29;70349
408.623.915-98;25004
408.627.593-74;73755
408.627.915-02;23151
408.631.572-62;74310
408.632.571-35;28735
408.632.971-96;14959
408.635.921-98;73922
408.637.529-00;26679
408.639.127-96;38481
408.651.397-84;71191
408.652.793-65;77983
408.653.127-53;57824
408.657.921-94;56869
408.671.523-62;21500
408.671.593-75;99226
408.672.153-80;91760
408.673.159-20;24445
408.691.523-51;96763
408.693.157-57;78035
408.695.137-10;72191
408.695.721-30;66252
408.712.539-41;54202
408.712.635-80;54986
408.715.923-04;8803
408.716.325-35;31644
408.719.265-20;47380
408.726.519-67;22190
408.729.315-79;4897,36593
408.729.361-04;77917
408.731.269-04;10241
408.731.652-17;10170,27516
408.732.956-92;90499
408.739.521-97;42435
408.739.612-69;90304
408.752.396-92;85641
408.753.196-10;51146
408.756.312-07;74182
408.762.359-92;99635
408.762.519-20;48871
408.763.291-13;8881
408.765.392-74;41953
408.792.153-05;92173
408.793.265-65;90205
408.913.265-70;19034
408.915.673-48;43937
408.921.653-24;39368
408.926.573-83;54899
408.926.753-65;2921
408.927.136-31;88749
408.927.635-74;19829
408.935.267-38;48339
408.935.276-29;1090
408.935.716-01;50100
408.951.276-01;86036
408.952.367-29;35095
408.953.712-60;71104
408.956.237-65;79898
408.957.123-50;9727
408.957.236-38;54769
408.965.312-60;74827
408.971.635-75;1978
409.125.863-89;92331
409.126.358-51;8522
409.128.365-98;21740
409.135.268-51;44346
409.137.852-88;75730
409.138.267-31;64654
409.156.278-76;15933
409.156.723-16;69417
409.156.873-48;23086
409.162.387-50;3889
409.163.728-04;27002
409.165.827-01;31472
409.172.536-80;17643
409.173.256-99;76518
409.173.852-41;92105
409.182.567-20;61354
409.182.763-22;11833
409.215.386-42;94586
409.218.637-13;98756
409.235.781-88;47750
409.238.156-51;19979
409.238.671-04;72035
409.251.367-43;8172
409.251.378-04;30176
409.251.763-70;21375
409.256.837-10;72892
409.257.618-85;86080
409.261.387-31;47376
409.265.831-15;68010
409.271.385-14;21497
409.271.568-49;4646
409.271.683-40;20003
409.285.137-50;13963
409.287.613-04;77553
409.312.768-96;26466
409.315.827-41;16834
409.317.528-41;98298
409.318.572-79;33327
409.318.625-15;41591
409.318.672-31;59341
409.321.678-96;35120
409.325.687-00;22085
409.327.165-80;2627
409.351.628-60;37100
409.351.862-98;57629
409.356.827-83;38394
409.358.172-04;66687
409.361.258-70;98489
409.362.518-24;88799
409.362.857-29;83416
409.365.281-33;86490
409.368.275-56;51234
409.368.751-00;3958
409.371.562-99;15770
409.376.285-65;6092
409.376.851-00;79027
409.381.265-98;29086
409.382.175-50;45417
409.382.176-31;84635
409.382.617-03;43094
409.387.612-69;50076
409.513.627-80;72128
409.518.276-85;89921
409.521.378-79;49288
409.521.873-88;9422
409.523.681-70;47388
409.527.386-00;90858
409.537.126-99;57291
409.537.612-07;75469
409.563.721-80;4362
409.576.123-70;72411
409.576.238-10;67534
409.578.326-56;43838
409.581.367-93;91869
409.581.627-94;16279
409.581.673-20;31610
409.583.127-88;70248
409.583.167-75;99809
409.586.312-98;1518
409.587.321-32;6781
409.587.631-00;52204
409.612.837-69;24403
409.613.278-04;41327
409.613.582-89;31684
409.615.728-76;65715
409.615.873-93;43561
409.618.352-06;56655
409.618.527-20;94704
409.625.831-89;79190
409.631.285-15;67703
409.638.157-84;55920
409.651.327-06;45600
409.671.582-49;188
409.671.852-11;79340
409.673.285-00;11986
409.678.231-96;7804
409.681.532-24;74766
409.682.153-51;16642
409.682.751-76;99417
409.685.173-66;7410
409.685.327-56;95807
409.685.371-20;48428
409.712.658-01;45052
409.718.532-23;41213
409.725.318-23;50108
409.728.516-58;30796
409.732.685-65;60651
409.732.815-88;82588
409.735.821-97;40809
409.736.518-57;1062
409.751.362-16;17440
409.751.836-48;19894
409.752.618-94;96267
409.752.683-92;79566
409.758.216-01;60670
409.758.623-83;9797
409.762.853-47;87806
409.765.312-16;93530
409.768.235-00;85499
409.768.315-20;5795
409.768.532-56;75323
409.785.132-23;637
409.785.623-56;44409
409.786.132-87;90172
409.786.152-20;44838
409.812.376-22;29097
409.812.765-20;53161
409.825.731-97;15214
409.831.257-32;13175
409.831.752-41;60790
409.852.167-94;78956
409.853.162-33;56702
409.853.216-60;34290
409.861.327-13;53575
409.871.256-30;19885
409.871.623-22;73353
409.873.152-50;32508
409.875.231-04;72519
409.876.315-00;77392
410.235.687-80;17804
410.235.798-04;4051
410.235.967-25;85596
410.236.587-71;67379
410.236.957-07;47955
410.237.856-17;52652
410.258.367-07;73313
410.265.839-42;80535
410.269.573-70;59286
410.269.578-85;18397
410.273.986-69;25290
410.278.953-79;51814
410.279.538-32;24317
410.283.576-80;72033
410.285.736-26;92970
410.286.359-15;86827
410.289.756-94;32640
410.293.756-07;9114
410.293.786-22;45260
410.293.875-32;24684
410.297.385-05;6525
410.325.697-43;23320
410.325.879-97;44250
410.326.859-05;48966
410.328.679-22;77775
410.328.796-96;44943
410.328.975-97;37734
410.329.675-52;60696
410.356.792-99;30317
410.356.827-53;26635
410.357.298-14;35487
410.358.769-57;28746
410.365.928-98;14092
410.368.527-17;40383
410.369.572-25;35420
410.378.692-22;96372
410.379.582-41;76717
410.382.657-62;28061
410.382.765-35;50043
410.389.256-06;47503
410.392.867-04;52844
410.395.278-41;62239
410.398.256-05;28632
410.523.897-32;65962
410.527.936-06;98342
410.527.938-60;56857
410.527.963-70;68724
410.532.768-26;14668,15810
410.537.689-66;46992
410.538.672-71;32276
410.539.276-06;3307
410.539.872-50;71232
410.562.739-25;47196
410.562.789-94;16264
410.562.983-24;34833
410.563.792-43;77365
410.569.873-75;42491
410.572.963-25;11207
410.573.296-06;18770
410.576.382-26;68885
410.578.632-62;6790
410.578.693-84;80203
410.578.962-76;5490
410.579.832-41;74916
410.582.397-32;26231
410.583.729-04;24436
410.587.623-62;229
410.587.692-94;5648
410.592.837-60;1735
410.593.628-05;61267
410.597.632-06;11412
410.598.326-15;99442
410.623.758-07;99847
410.623.957-43;63809
410.623.958-24;10705
410.629.578-49;99236
410.632.859-33;1540
410.632.879-87;44149
410.635.278-80;44647
410.638.295-42;57129
410.653.279-43;52265
410.653.729-06;44783,44918
410.657.392-06;7668
410.658.327-53;34972
410.658.379-84;36793
410.659.832-98;94798
410.678.392-40;14084
410.682.379-96;65240
410.685.739-10;98036
410.687.532-26;31211
410.689.735-01;20680
410.693.752-25;18040
410.693.875-84;38593
410.695.382-05;38938
410.695.872-49;76832
410.698.257-94;43352,81484
410.723.968-31;6096
410.726.589-76;70487
410.726.859-49;83823
410.726.935-34;13077
410.752.893-60;43284
410.753.826-53;9491
410.756.238-71;94676
410.756.239-52;87245
410.758.369-48;31867
410.758.932-32;39285
410.758.962-58;69504
410.759.632-06;26575
410.759.683-48;88127
410.763.952-52;7483
410.765.239-43;82814
410.768.593-48;30288
410.782.965-02;13446
410.786.259-30;82618
410.796.582-11;5811
410.798.365-00;22655
410.825.693-05;83971
410.826.975-67;33194
410.832.965-15;47894
410.835.269-60;95432
410.835.692-60;49635
410.853.672-07;95118
410.853.962-15;84102
410.856.397-20;50523
410.867.239-96;2341
410.869.573-93;12074
410.872.539-50;95593
410.872.563-80;60706
410.873.652-44;34104
410.875.962-11;3254
410.892.356-15;57066
410.892.375-88;90189
410.923.865-05;41456
410.925.768-94;98939
410.926.385-98;23462
410.936.587-20;20353
410.936.825-15;9092
410.936.872-31;20747
410.938.572-50;7720
410.938.725-60;46963
410.938.726-40;43656
410.956.238-42;23369
410.958.237-79;26706
410.967.285-67;4002
410.972.386-87;55987
410.972.568-20;70073
410.973.268-96;24664
410.973.852-05;12647
410.976.285-58;54890
410.982.675-67;20106
410.983.576-39;32254
410.985.763-57;13986
410.987.562-58;66192
412.035.698-15;74753
412.053.698-05;90867
412.056.739-70;15000
412.056.873-35;20152
412.058.367-80;22912
412.059.683-42;98872
412.063.987-87;23623
412.067.359-61;13331
412.075.386-71;58584
412.078.359-60;20048
412.079.368-04;36839
412.079.853-41;44803
412.083.569-33;10180
412.085.679-85;23981
412.087.956-94;86102
412.087.963-13;59505
412.098.637-31;99939
412.305.869-89;9744
412.306.857-07;67237
412.306.975-43;50887
412.307.968-78;60967
412.308.567-90;53215
412.308.965-89;53992
412.309.576-34;14009
412.357.689-37;63714
412.359.076-43;6007
412.359.087-04;77844
412.359.780-79;7054
412.359.860-98;44378
412.360.587-71;96041
412.360.859-06;82504
412.368.597-82;37200
412.370.568-53;96816
412.376.950-07;36522
412.378.650-26;36333
412.378.906-40;54592
412.378.956-00;71100
412.385.709-41;40387
412.387.695-19;75594
412.389.670-78;22154
412.389.750-97;74331
412.396.078-22;88199
412.396.758-28;80928
412.506.938-70;37378
412.509.638-42;50931
412.509.736-43;43797
412.530.986-89;79343
412.536.978-09;90626
412.538.607-26;34113
412.539.706-61;81087
412.539.786-46;54773
412.539.867-46;11104
412.560.739-70;81813
412.563.709-16;49900
412.567.089-76;5653
412.570.368-07;7514
412.570.698-02;28602
412.570.963-70;36680
412.576.093-43;53758
412.576.308-90;20733
412.587.036-53;32595
412.593.687-00;48031
412.593.807-50;51604
412.597.308-32;1980
412.598.703-32;75630
412.603.598-24;38619
412.605.398-06;44690
412.605.789-76;48634
412.630.859-89;59923
412.638.957-19;71709
412.639.758-28;90227
412.653.908-51;73050
412.657.930-34;42876
412.670.385-35;53523
412.673.508-90;61176
412.679.580-49;57180
412.679.583-91;67905
412.690.783-13;82682
412.693.758-73;87026
412.695.780-49;65729
412.697.083-50;10448
412.703.968-03;72533
412.705.863-35;50272
412.706.539-70;55593
412.730.856-71;34443
412.735.908-05;33362
412.736.850-08;21378
412.736.950-70;81414
412.738.965-64;13921
412.739.560-52;90645
412.753.980-14;56333
412.759.608-20;74424
412.760.983-40;23711
412.765.380-90;78403
412.780.653-26;55779
412.783.650-44;44194
412.796.053-16;57206
412.796.805-20;37135
412.803.695-15;36581
412.806.935-33;42523
412.806.953-15;81240
412.807.695-30;34918
412.835.679-46;27005
412.836.057-08;93097
412.836.907-13;49454
412.837.609-40;37668
412.839.067-40;49962
412.853.769-19;22794
412.856.379-09;31940
412.857.369-82;70483
412.863.709-22;85175
412.865.037-44;1318
412.865.039-06;85032
412.867.359-55;59634
412.870.369-96;50445
412.873.965-00;24572
412.876.095-11;90999
412.890.675-11;92767
412.896.057-85;58973
412.905.387-60;74625
412.905.687-58;86146
412.906.738-96;86018
412.907.638-87;57925
412.930.865-33;45468
412.935.078-14;40783
412.936.078-78;75257
412.937.085-50;59968
412.957.680-11;59675
412.958.306-98;11993
412.960.573-99;53853
412.967.538-91;72200
412.968.570-85;49702
412.973.058-41;20193
412.975.380-05;56732
412.976.053-06;56801
412.978.305-04;42758
412.983.570-04;68965
412.987.503-50;69543
413.026.598-98;95668
413.052.796-70;17244
413.056.789-66;83482
413.056.879-57;40923
413.057.269-52;62032
413.057.629-16;64777
413.057.892-88;86417
413.059.726-43;1536
413.059.872-41;77192
413.065.982-06;14738
413.067.589-39;45653
413.069.758-75;42427
413.069.782-03;52274
413.079.628-31;31611
413.085.972-23;40561
413.087.956-10;42812
413.096.785-10;7721
413.097.685-01;81787
413.097.862-40;69685
413.207.698-96;4964
413.208.697-69;14408
413.208.957-60;81602
413.209.685-89;12597
413.209.875-32;59962
413.257.069-06;6757
413.258.760-62;39626
413.259.078-04;23556
413.259.806-33;11851
413.265.790-61;24637
413.268.705-80;28170
413.269.805-05;96585
413.269.857-28;35467
413.276.598-91;30056
413.279.065-70;94540
413.279.658-28;26381
413.279.865-82;64378
413.280.697-96;98325
413.280.965-05;80865
413.285.076-53;44737
413.285.607-08;80025
413.285.976-28;53881
413.289.067-87;91356
413.295.768-37;71804
413.297.850-88;52876
413.506.972-06;70990
413.508.279-32;74335
413.509.726-06;99815
413.509.762-61;69151
413.520.679-43;30044
413.526.879-09;11512
413.527.698-91;53940
413.528.790-50;86833
413.528.967-37;88016
413.562.907-52;58759
413.569.027-07;23038
413.576.820-26;63424
413.576.908-00;93353
413.578.920-04;15029
413.579.028-32;11895
413.579.620-61;60104
413.590.628-15;19058
413.597.862-28;59918
413.602.957-80;59916
413.605.927-25;71908
413.627.859-46;45811
413.629.075-61;28075
413.629.807-22;38549
413.652.809-42;35372
413.652.978-37;20685
413.658.270-62;66346
413.659.072-52;60471
413.659.280-98;75979
413.672.590-61;69157
413.672.958-82;53153
413.678.509-75;86106
413.680.729-50;5662
413.680.957-39;12146
413.682.907-87;48190
413.687.950-48;330
413.689.502-05;23035
413.689.527-55;41057
413.689.720-04;74328,76161
413.690.572-61;97284
413.698.207-04;68204
413.706.259-52;10046,52812
413.706.592-61;75839
413.708.295-23;91794
413.708.529-32;71609
413.728.905-05;93466
413.750.892-50;66961
413.756.280-62;51520
413.756.820-08;54755
413.762.958-73;69509
413.765.280-53;952
413.768.259-37;81534
413.769.580-66;69961
413.782.095-32;98486
413.782.690-04;75845
413.785.260-07;30234,42281
413.786.295-82;77880
413.786.952-91;22755
413.789.052-88;63783
413.790.286-04;61094
